id,created_at,text
1521615998914232320,2022-05-03T22:21:39.000Z,@waitbutwhy Accurate
1521610914981564417,2022-05-03T22:01:26.000Z,@DogecoinNorway @OpenSociety @georgesoros @malloch_brown 🤣
1521610165652365313,2022-05-03T21:58:28.000Z,@OpenSociety @georgesoros @malloch_brown Here’s hoping🤞
1521609357326053376,2022-05-03T21:55:15.000Z,"@OpenSociety @georgesoros @malloch_brown George, please slide into my DMs!"
1521605949521203200,2022-05-03T21:41:43.000Z,@PrabChats I will call him and ask
1521580576297398274,2022-05-03T20:00:53.000Z,"Ultimately, the downfall of the Freemasons was giving away their stonecutting services for nothing"
1521574200183566338,2022-05-03T19:35:33.000Z,Sunlight is the best disinfectant
1521574041814978562,2022-05-03T19:34:55.000Z,"Who funds these organizations that want to control your access to information? Let’s investigate …
https://t.co/dBFsGjOMC8"
1521556795965071361,2022-05-03T18:26:23.000Z,"@PPathole @daelmor Yeah, we paid for rent by turning the house into a nightclub &amp; charging $5"
1521543567943950336,2022-05-03T17:33:50.000Z,@slashdot Literally 10 times higher than it should be
1521538477061328901,2022-05-03T17:13:36.000Z,"@squawksquare Also, as mentioned before, we will try to keep as many shareholders as legally possible in privately held Twitter!"
1521538016417787905,2022-05-03T17:11:46.000Z,@slashdot Apple’s store is like having a 30% tax on the Internet. Definitely not ok.
1521536750161567745,2022-05-03T17:06:44.000Z,@dogecoin_empire I was going full Looney Tunes haha
1521535023022702592,2022-05-03T16:59:52.000Z,"@teslaownersSV @28delayslater Tesla is now over 110k direct jobs and roughly 500k indirect, factoring in suppliers"
1521533556056494088,2022-05-03T16:54:03.000Z,@28delayslater Talked to an NPC with aggro==255
1521528071987220480,2022-05-03T16:32:15.000Z,@teslaownersSV @heydave7 No
1521527168731279360,2022-05-03T16:28:40.000Z,"@heydave7 Starlink is awesome for RV’s, camping or any activity away from cities"
1521524585090277379,2022-05-03T16:18:24.000Z,"@WholeMarsBlog That is why we must clear out bots, spam &amp; scams. Is something actually public opinion or just someone operating 100k fake accounts? Right now, you can’t tell.

And algorithms must be open source, with any human intervention clearly identified.

Then, trust will be deserved."
1521523506512470018,2022-05-03T16:14:07.000Z,@WholeMarsBlog There is so much potential with Twitter to be the most trusted &amp; broadly inclusive forum in the world!
1521518029598695425,2022-05-03T15:52:21.000Z,@PPathole 🤣
1521517555084525568,2022-05-03T15:50:28.000Z,"@daelmor Yeah, kids starting with lots of money usually have much less motivation than those who have nothing. 

When we started our first company (Zip2) in 95, I had over $100k of student debt, a computer I built myself and a few thousand dollars."
1521514899364483073,2022-05-03T15:39:55.000Z,"@Kristennetten They will say anything to shift support away from me. Think of it as information war, not normal dialogue."
1521498672437071874,2022-05-03T14:35:26.000Z,@stats_feed Time to make life multiplanetary
1521497118854328320,2022-05-03T14:29:15.000Z,@BillyM2k @CoinDesk @SECGov @jackschickler Or twitter
1521369906868113410,2022-05-03T06:03:46.000Z,@BillyM2k @cb_doge Can only read one side. Looks like “ax the itch”?
1521362182918782978,2022-05-03T05:33:04.000Z,@cb_doge Making funny faces at the Met
1521361765988241409,2022-05-03T05:31:25.000Z,"RT @Tesla: Tesla's 2022 Annual Shareholder Meeting will be on August 4th in Austin, TX. Thank you for your support of Tesla!"
1521343496011059200,2022-05-03T04:18:49.000Z,@Kristennetten @etnow 🤣
1521332839119310848,2022-05-03T03:36:28.000Z,@catturd2 I saw you trending as twitter ceo 🤣
1521331477509808128,2022-05-03T03:31:03.000Z,@BillyM2k 🤣
1521214834355970048,2022-05-02T19:47:33.000Z,"@RationalEtienne @tomselliott @mehdirhasan Hey, why are they already writing my suicide story!?"
1527793145097900036,2022-05-20T23:27:25.000Z,@unusual_whales Their full name is “Business Insider Trading”. They always forget that last word for some reason. 🤔
1527790286864367616,2022-05-20T23:16:04.000Z,@BillyM2k 🤣
1527782895070367744,2022-05-20T22:46:41.000Z,@d2dev_ @Andst7 @Twitter They will
1527781808875642881,2022-05-20T22:42:22.000Z,Accurate https://t.co/s90Corf0v4
1527779155122835462,2022-05-20T22:31:50.000Z,"@Andst7 Interesting, go on …"
1527778010044186626,2022-05-20T22:27:16.000Z,@moekid @Chad_Hurley An homage to Catherine the Greatest
1527775456912900096,2022-05-20T22:17:08.000Z,@brucefenton Yes
1527774704018280448,2022-05-20T22:14:08.000Z,"Looking for hardcore streetfighters, not white-shoe lawyers like Perkins or Cooley who thrive on corruption. 

There will be blood."
1527766072925069313,2022-05-20T21:39:50.000Z,@schrep Good thread
1527765602978480133,2022-05-20T21:37:58.000Z,@schrep I ‘member
1527759407777566720,2022-05-20T21:13:21.000Z,@TeslaGong @Chad_Hurley Tesla FSD is the best real world AI
1527758961772007424,2022-05-20T21:11:35.000Z,Please include links to cases you have tried
1527757119239380993,2022-05-20T21:04:16.000Z,"@Chad_Hurley 🤣🤣

Hi Chad, long time no see!

Fine, if you touch my wiener, you can have a horse."
1527749734668050433,2022-05-20T20:34:55.000Z,"My commitment:

- We will never seek victory in a just case against us, even if we will probably win. 

- We will never surrender/settle an unjust case against us, even if we will probably lose."
1527748229470646272,2022-05-20T20:28:56.000Z,"Tesla is building a hardcore litigation department where we directly initiate &amp; execute lawsuits. The team will report directly to me. 

Please send 3 to 5 bullet points describing evidence of exceptional ability.

justice@tesla.com"
1527742530925764608,2022-05-20T20:06:18.000Z,@bpcostello @truth_tesla @veespike @HillaryClinton @Twitter !!
1527741709467131905,2022-05-20T20:03:02.000Z,"@truth_tesla @veespike @HillaryClinton @Twitter Whether other senior campaign managers were aware or not is a separate question.

What is *not* in question is that Sussmann charged the Clinton Campaign for his Russia hoax meeting with the FBI.

Source document:
https://t.co/61C8L9isIU"
1527736730178158597,2022-05-20T19:43:15.000Z,@Shem_Infinite I only heard about it last month and was blown away
1527733001584623618,2022-05-20T19:28:26.000Z,Sus man
1527732563569168385,2022-05-20T19:26:41.000Z,@TheCryptoDaddi @Block0nex @Jim_Jordan I am indeed out for blood
1527732218138972161,2022-05-20T19:25:19.000Z,"@truth_tesla @veespike @HillaryClinton @Twitter ??

Sussmann himself admitted billing Clinton Campaign to pay for him to present Russia hoax to FBI! This is not even questioned by the defense.

Btw, I donated to &amp; voted for Hillary, so am doubly pissed off about those funds being used for lying.

https://t.co/PtFgYzpXQN"
1527724072054018049,2022-05-20T18:52:57.000Z,@WhatsupFranks @veespike @HillaryClinton @Twitter Doesn’t exactly scream “trustworthy”
1527722122101108737,2022-05-20T18:45:12.000Z,"@veespike @HillaryClinton @Twitter .@paraga and @vijaya, what say you?"
1527720691264520192,2022-05-20T18:39:31.000Z,@veespike @HillaryClinton @Twitter You are absolutely correct. That tweet is a Clinton campaign hoax for which their campaign lawyer is undergoing a criminal trial. https://t.co/avtjEdthmA
1527719915666526208,2022-05-20T18:36:26.000Z,"@Jim_Jordan All true. 

Bet most people still don’t know that a Clinton campaign lawyer, using campaign funds, created an elaborate hoax about Trump and Russia. 

Makes you wonder what else is fake. 

 https://t.co/avtjEdthmA"
1527714817267621892,2022-05-20T18:16:10.000Z,"@GerberKawasaki Their implied full name is Business Insider Trading! They just deleted the last word for being too obvious, but it’s true."
1527708901600157696,2022-05-20T17:52:40.000Z,"Worth watching this interview with @theallinpod. The May 16 date is important.
https://t.co/hFdBLFxGXY"
1527653895077449728,2022-05-20T14:14:05.000Z,@fabiofaria Thanks for having me!
1527645516258955266,2022-05-20T13:40:48.000Z,"Super excited to be in Brazil for launch of Starlink for 19,000 unconnected schools in rural areas &amp; environmental monitoring of Amazon! 🇧🇷 🌳 🛰 ♥️"
1527634688822476801,2022-05-20T12:57:46.000Z,@teslaownersSV @JohnnaCrider1 @TaraBull808 “hit piece”. Edit buttonnnnn!
1527633967515435009,2022-05-20T12:54:54.000Z,@ICannot_Enough !!
1527631187635687425,2022-05-20T12:43:51.000Z,"@jonfavs Hi Jon! You’re a good dude, but obv die-hard Dem, so have to support the party, but this Adminstration has done everything it can to sideline &amp; ignore Tesla, even though we have made twice as many EVs as rest of US industry combined."
1527629698267615232,2022-05-20T12:37:56.000Z,"@catturd2 They began brewing attacks of all kinds as soon as the Twitter acquisition was announced.

In my 30 year career, including the entire MeToo era, there’s nothing to report, but, as soon as I say I intend to restore free speech to Twitter &amp; vote Republican, suddenly there is …"
1527526389569708032,2022-05-20T05:47:25.000Z,@jrdavidmitchell True (sigh)
1527525498460508160,2022-05-20T05:43:53.000Z,"Finally, we get to use Elongate as scandal name. It’s kinda perfect. 🤣 https://t.co/qSNH7lsn72"
1527519328245059592,2022-05-20T05:19:22.000Z,"@teslaownersSV @JohnnaCrider1 @TaraBull808 No, it was clear that their only goal was a hit price to interfere with the Twitter acquisition. The story was written before they even talked to me."
1527518555641618433,2022-05-20T05:16:18.000Z,"@JohnnaCrider1 @TaraBull808 Exactly. Moreover, the “friend” in question who gave the interview to BI, is a far left activist/actress in LA with a major political axe to grind."
1527505449905528846,2022-05-20T04:24:13.000Z,"@TaraBull808 But I have a challenge to this liar who claims their friend saw me “exposed” – describe just one thing, anything at all (scars, tattoos, …) that isn’t known by the public. She won’t be able to do so, because it never happened."
1527496917579612161,2022-05-20T03:50:19.000Z,"@TaraBull808 And, for the record, those wild accusations are utterly untrue"
1527491436005957633,2022-05-20T03:28:32.000Z,The attacks against me should be viewed through a political lens – this is their standard (despicable) playbook – but nothing will deter me from fighting for a good future and your right to free speech
1527488159898079232,2022-05-20T03:15:31.000Z,@TaraBull808 Exactly
1527426854164086800,2022-05-19T23:11:54.000Z,@MrStevenSteele 🤣💯
1527426618813300742,2022-05-19T23:10:58.000Z,@EvaFoxU I’m trying! Nice meme.
1527418023069503511,2022-05-19T22:36:49.000Z,"To be clear, I’m spending &lt;5% (but actually) of my time on the Twitter acquisition. It ain’t rocket science!

Yesterday was Giga Texas, today is Starbase. Tesla is on my mind 24/7.

So may seem like below, but not true. https://t.co/CXfWiLD2f8"
1527415552435703823,2022-05-19T22:27:00.000Z,@WholeMarsBlog Big update
1527414199260958723,2022-05-19T22:21:37.000Z,@WholeMarsBlog Yup
1527397566727561217,2022-05-19T21:15:32.000Z,@historydefined I think I saw that boss in Elden Ring
1527397380001234944,2022-05-19T21:14:47.000Z,https://t.co/UZKs5s6BZJ
1527356085090545664,2022-05-19T18:30:42.000Z,"@Astro_Angry Unless it is stopped, the woke mind virus will destroy civilization and humanity will never reached Mars"
1527350720017551368,2022-05-19T18:09:23.000Z,RT @Liv_Boeree: Daily reminder that your brain on Twitter is being hijacked by an algorithm designed to do one thing: maximise engagement.…
1527347447822815232,2022-05-19T17:56:22.000Z,https://t.co/fdy0nedGMs
1527344969471520768,2022-05-19T17:46:32.000Z,https://t.co/4W8COjWv16
1527343513867735042,2022-05-19T17:40:45.000Z,Wise words https://t.co/NTGIukXPgM
1527341913736564755,2022-05-19T17:34:23.000Z,"Good night, sweet maestro, and flights of angels sing thee to thy rest https://t.co/sqiY8iHS41"
1527341716512002065,2022-05-19T17:33:36.000Z,@nichegamer A true genius
1527336918244941838,2022-05-19T17:14:32.000Z,@ArtLightstone It’s true haha
1527319216105619458,2022-05-19T16:04:11.000Z,@El__Bohemio Indeed
1527319036966899718,2022-05-19T16:03:29.000Z,@GailAlfarATX I suggest no parties and just direct voting by the people of concise laws that everyone can understand
1527317718931677186,2022-05-19T15:58:15.000Z,"This is what most people in America want, but unfortunately it’s not realistic. 

Generally, the party with less power (currently Republicans at national level) moves more toward center to win moderate votes, so control of House/Senate/President goes back &amp; forth over time."
1527316499513622533,2022-05-19T15:53:24.000Z,@harsimranbansal For sure
1527316140602494976,2022-05-19T15:51:58.000Z,"@WholeMarsBlog This is a big one! Expect some two steps forward, one step back situations. These will be great ironed in point releases, hence ~10.12.2 or 10.13 for wider beta release."
1527315290132185088,2022-05-19T15:48:35.000Z,A party more moderate on all issues than either Reps or Dems would be ideal
1527300269100662785,2022-05-19T14:48:54.000Z,"@redletterdave I was (obv) joking at the time, but fate loves irony!"
1527297765599981574,2022-05-19T14:38:57.000Z,"Judging by the relentless hatestream from the far left, this tweet was spot on"
1527185313919127553,2022-05-19T07:12:07.000Z,https://t.co/E1IacL9wfN
1527183314871885830,2022-05-19T07:04:10.000Z,@paulg @thehowie Yale gets🥇in wacktivist olympics
1527179489905717250,2022-05-19T06:48:58.000Z,@PPathole Yup
1527156117553483783,2022-05-19T05:16:06.000Z,What I love most about wacktivists is their incredible sense of humor 👼
1527155479864123394,2022-05-19T05:13:34.000Z,@BillyM2k @LucrativeLuApe 🍿🧂😎
1527152372413251584,2022-05-19T05:01:13.000Z,A clear case of wacktivism
1527146826784296962,2022-05-19T04:39:11.000Z,Yup https://t.co/0cJUKv9hWl
1527093893854003200,2022-05-19T01:08:50.000Z,"RT @Tesla: Select Supercharger stations now open to non-Tesla EVs in Belgium 🇧🇪, the UK 🇬🇧, Austria 🇦🇹, Spain 🇪🇸 and Sweden 🇸🇪"
1527093444899905536,2022-05-19T01:07:03.000Z,Another batch of Starlinks reach orbit https://t.co/scNaZPZBux
1527092956477509634,2022-05-19T01:05:07.000Z,😛 🍿
1527011081960431617,2022-05-18T19:39:47.000Z,@waitbutwhy 💯
1526997132858822658,2022-05-18T18:44:21.000Z,"In the past I voted Democrat, because they were (mostly) the kindness party.

But they have become the party of division &amp; hate, so I can no longer support them and will vote Republican.

Now, watch their dirty tricks campaign against me unfold … 🍿"
1526983579707875329,2022-05-18T17:50:30.000Z,@BillyM2k Pretty much. The dirty tricks attacks will be next-level.
1526975113597489154,2022-05-18T17:16:51.000Z,"@thehowie I’m not surprised at all. That was to inoculate the public. As a prominent vaccine advocate, you should understand that.

Yale is the epicenter of the woke mind virus attempting to destroy civilization."
1526961753619369987,2022-05-18T16:23:46.000Z,Despite Tesla doing more for the environment than any company ever! https://t.co/ImxrhnRepj
1526961470562508802,2022-05-18T16:22:38.000Z,Political attacks on me will escalate dramatically in coming months
1526961235979386882,2022-05-18T16:21:42.000Z,@EvaFoxU @SPGlobalRatings Yes
1526960512231153664,2022-05-18T16:18:50.000Z,.@SPGlobalRatings has lost their integrity
1526959825501962240,2022-05-18T16:16:06.000Z,@PPathole Exactly
1526959328795697154,2022-05-18T16:14:08.000Z,@facts_tesla @AssaadRazzouk @zshahan3 @JohnnaCrider1 @EvaFoxU Insane
1526958110023245829,2022-05-18T16:09:17.000Z,"Exxon is rated top ten best in world for environment, social &amp; governance (ESG) by S&amp;P 500, while Tesla didn’t make the list!

ESG is a scam. It has been weaponized by phony social justice warriors."
1526957672200908801,2022-05-18T16:07:33.000Z,"@EricBalchunas ESG is an outrageous scam! 

Shame on @SPGlobal"
1526844011746582529,2022-05-18T08:35:54.000Z,Even applied 2 urslf
1526835000259117056,2022-05-18T08:00:05.000Z,@garyblack00 Or 14 times higher than Twitter’s 5% in my case 🤨
1526834598935949312,2022-05-18T07:58:30.000Z,@garyblack00 So … [checks calculator] … that would be like 10 times more than 5%
1526830868345634817,2022-05-18T07:43:40.000Z,@garyblack00 Interesting
1526826901838483456,2022-05-18T07:27:55.000Z,@business https://t.co/qup2NUiOM1
1526823877724217348,2022-05-18T07:15:54.000Z,bullsh*t baffles brains
1526817827763666945,2022-05-18T06:51:51.000Z,"RT @ICannot_Enough: Fresh @elonmusk interview, courtesy @theallinpod :
https://t.co/WmIbsqxuVY"
1526813672382861313,2022-05-18T06:35:20.000Z,@heydave7 Yes
1526813371030446082,2022-05-18T06:34:09.000Z,"@MmeAlexandraS @MoodysInvSvc @SPGlobalRatings @ICannot_Enough @RonMadison11 @garyblack00 Tesla doesn’t need debt, so the rating doesn’t impact us, but it is silly"
1526724641976352769,2022-05-18T00:41:34.000Z,@bennyjohnson Twitter exec trashing free speech &amp; mocking people with Asperger’s …
1526720878276403200,2022-05-18T00:26:37.000Z,@bennyjohnson @Twitter 😔
1526686487202254848,2022-05-17T22:09:57.000Z,"@intelligent_eat Yes, the purpose of AI Day is to convince great AI/software/chip talent to join Tesla"
1526685434910212102,2022-05-17T22:05:46.000Z,Tesla AI Day #2 on Aug 19. So many cool updates!
1531059942769270784,2022-05-29T23:48:30.000Z,"@RationalEtienne @EvaFoxU @teslaownersSV Thanks ❤️❤️

I switched back to chronological Twitter, so now I see you."
1531058755353419784,2022-05-29T23:43:47.000Z,"@james__jenko @BretWeinstein @lexfridman I swear my responsibility to the highest good for consciousness, while always re-examining what the highest good is"
1531057775119327234,2022-05-29T23:39:53.000Z,"@EvaFoxU @teslaownersSV Well, I’m happy I made people happy!"
1531056042494377985,2022-05-29T23:33:00.000Z,And remember that happiness is a choice
1531055600603484160,2022-05-29T23:31:15.000Z,@EvaFoxU Perhaps I will one day
1531055367408521221,2022-05-29T23:30:19.000Z,@teslaownersSV @EvaFoxU How about tomorrow afternoon?
1531054728695644160,2022-05-29T23:27:47.000Z,@EvaFoxU I dunno … that’s kind of a scary idea
1531053815042134016,2022-05-29T23:24:09.000Z,Tomorrow will be the first sunrise of the rest of ur life – make it what u want
1531050244284329991,2022-05-29T23:09:58.000Z,"@lexfridman If the Universe is headed for heat death, then it really *is* all about the journey"
1531039900589514754,2022-05-29T22:28:52.000Z,@teslaownersSV Spaceships that can take you to other planets and a sustainable energy Earth
1531038815363670017,2022-05-29T22:24:33.000Z,"When thinking about deep time, what is more astounding is to think about how much time is ahead!"
1531038183114387461,2022-05-29T22:22:02.000Z,"@gunsnrosesgirl3 Human civilization, as measured by the first writing, only began ~5000 years ago, so since those trilobites existed, you could have had all human history 100,000 times over again"
1531019299481169923,2022-05-29T21:07:00.000Z,@historydefined è così bello
1531013461852954624,2022-05-29T20:43:48.000Z,"Ave Maria 
@AndreaBocelli"
1531012101371744258,2022-05-29T20:38:24.000Z,Con te … partirò
1530994312942473217,2022-05-29T19:27:43.000Z,"@stats_feed @engineers_feed Few seem to realize that China is leading the world in renewable energy generation and electric vehicles. Whatever you may think of China, this is simply a fact."
1530958116107476992,2022-05-29T17:03:53.000Z,"@conor64 The “critics” seek not to critique, but rather to virtue signal. They are out of touch with the people and so lose their credibility with the people."
1530927486011326464,2022-05-29T15:02:10.000Z,@PPathole @EvaFoxU @ICannot_Enough @JohnnaCrider1 Yes
1530910081650409472,2022-05-29T13:53:01.000Z,@ICannot_Enough @JohnnaCrider1 Weird
1530905494839341056,2022-05-29T13:34:47.000Z,"@jonastsla @jamesdouma @heydave7 @karpathy @WholeMarsBlog Our video clips are usually shorter than 30 seconds, but the overall point made by James is accurate. 

Tesla is probably labeling more images per week than any other project ever done and our rate of labeling is increasing rapidly."
1530903247334084609,2022-05-29T13:25:51.000Z,@JohnnaCrider1 I suspect that this is because the “algorithm” is not exactly genius vs intentional deboosting by people
1530694232251432961,2022-05-28T23:35:18.000Z,@BillyM2k @waitbutwhy I had a car named Hubris once
1530691488887234560,2022-05-28T23:24:24.000Z,@waitbutwhy I agree
1530690559437856768,2022-05-28T23:20:42.000Z,"@RimmerTurk Wow, good for her for saving those people!"
1530669425153687553,2022-05-28T21:56:44.000Z,"@ajtourville @Twitter Totally, these are very bot-friendly rules!"
1530668365559214081,2022-05-28T21:52:31.000Z,@BillyM2k Why do we still have so many paper documents in 2022!?
1530584886293188609,2022-05-28T16:20:48.000Z,@waitbutwhy @lpfproject We are much fluffier than we think
1530583658419175425,2022-05-28T16:15:55.000Z,@RenataKonkoly Strange
1530566899888709633,2022-05-28T15:09:20.000Z,"@davidmweissman @AOC At first, I thought this was a parody 🤣"
1530566693340205059,2022-05-28T15:08:30.000Z,"@24_7TeslaNews @lexfridman Problem arose from optimizing application performance. Use of Linux page cache caused increasing memory fragmentation, eventually preventing mounting of dashcam. Patch to filesystem driver fixes this. Update coming soon."
1530516552084234244,2022-05-28T11:49:16.000Z,https://t.co/u4wWMI5ymu
1530509195476205569,2022-05-28T11:20:02.000Z,RT @SpaceX: First two countries in Africa with Starlink regulatory approval; Starlink is now licensed on all seven continents!
1530491897361612800,2022-05-28T10:11:18.000Z,"@waitbutwhy So many photons flying around, and yet so few"
1530483473848233985,2022-05-28T09:37:49.000Z,@mtaibbi @SubstackInc True
1530389192253100032,2022-05-28T03:23:11.000Z,"@lexfridman I hope they both move on. At their best, they are each incredible."
1530387423972171777,2022-05-28T03:16:09.000Z,@cnunezimages @SpaceX @SpaceIntellige3 Starships
1530385258411175937,2022-05-28T03:07:33.000Z,@polanskydj @Liv_Boeree True
1530382134854164480,2022-05-28T02:55:08.000Z,@BillyM2k Haha 🔥🔥
1530381915366342659,2022-05-28T02:54:16.000Z,@parmenides01234 @archillect Great idea!
1530380264966434823,2022-05-28T02:47:42.000Z,https://t.co/USLO967YsJ
1530379867111542784,2022-05-28T02:46:08.000Z,@harsimranbansal @PPathole @LouDobbs Incentives matter
1530379410645319680,2022-05-28T02:44:19.000Z,@archillect Pretty sure I saw that at Burning Man
1530358187706179585,2022-05-28T01:19:59.000Z,"@BillyM2k Seems like they would be pretty vulnerable to lions, given their yaw moment of intertia, but I guess they’re really tall and hard to reach?"
1530355592564551682,2022-05-28T01:09:40.000Z,"@lexfridman We are all individuals!
https://t.co/06c5b7TPrO"
1530354304070082561,2022-05-28T01:04:33.000Z,@stevenmarkryan True
1530352682636017665,2022-05-28T00:58:06.000Z,@BillyM2k Giraffes are surreal
1530350640693665794,2022-05-28T00:49:59.000Z,"@S3XYstarship @ACTBrigitte He’s fine, I guess. Does seem like he’s spending a lot of time in the hot tub these days.

If he wants to get to orbit, less partying and more work would be advisable."
1530347600729210880,2022-05-28T00:37:55.000Z,@EvaFoxU Long-term potential of Tesla is high
1530345590210678784,2022-05-28T00:29:55.000Z,"@GigaS3XY @ACTBrigitte It was $500M, but then Tesla went up a lot, so now it’s $1.5B to $2B to close it out"
1530342964748328960,2022-05-28T00:19:29.000Z,@PPathole @LouDobbs My companies don’t buy advertising
1530341556443664387,2022-05-28T00:13:54.000Z,"@ACTBrigitte Since Gates still has a multi-billion dollar short position against Tesla while claiming to help with global warming, I guess I have some trust issues with him too"
1530339555437596672,2022-05-28T00:05:57.000Z,"@EvaFoxU True, they must have a scapegoat"
1530339199232135168,2022-05-28T00:04:32.000Z,"@LouDobbs I do try my hardest to be good and sometimes I fear that untrue negative stories about me may cause others to excuse their bad behavior to their conscience, because they think I’m doing it too, but I’m not!"
1530338469964402690,2022-05-28T00:01:38.000Z,"@LouDobbs I know some of the people you mention and I think they’re good, but for sure not all billionaires are good, since we are dealing with humans after all."
1530321168351121408,2022-05-27T22:52:53.000Z,RT @SpaceX: Starship 24 rolls out to the pad at Starbase https://t.co/PGh6FY6x8w
1530312017214513152,2022-05-27T22:16:31.000Z,"@westcoastbill It was 96% in favor of me, until I commented. Ironically, there might be more left-wing bots following me than right-wing haha."
1530308741530124289,2022-05-27T22:03:30.000Z,@IheartTesla @Tesla V true
1530292594726424576,2022-05-27T20:59:20.000Z,@EvaFoxU Yes
1530291776665243648,2022-05-27T20:56:05.000Z,Great potential to lift people out of poverty. Providing Internet is teaching people to fish.
1530291267652898816,2022-05-27T20:54:04.000Z,One Starlink can provide Internet for an entire school of hundreds of students
1530290839087218688,2022-05-27T20:52:22.000Z,"@GoLowCrypto @MaxCRoser @micsolana No, Earth has more water than we could possibly use and desalination only costs $3 for 1000 gallons!"
1530290188164866048,2022-05-27T20:49:46.000Z,@dennismiloseski @MaxCRoser @micsolana 🤣
1530289890448920576,2022-05-27T20:48:35.000Z,@_BRCooper @MaxCRoser @micsolana Good
1530261348893937665,2022-05-27T18:55:11.000Z,@EvaFoxU @durododo Or a remote hospital
1530260898689916928,2022-05-27T18:53:23.000Z,@tugaminarquista @fred43150853 @scrowder @AOC Yup!
1530257373100531712,2022-05-27T18:39:23.000Z,@scrowder @AOC On the nose 🤣
1530244724518334464,2022-05-27T17:49:07.000Z,@micsolana Haha 💯
1530244620067622912,2022-05-27T17:48:42.000Z,@MaxCRoser @micsolana The most anti-human book ever written
1530234643219243009,2022-05-27T17:09:03.000Z,"Starlink approved by Nigeria 🇳🇬 &amp; Mozambique 🇲🇿
https://t.co/Q1VvqVmJ2i"
1530218725114228737,2022-05-27T16:05:48.000Z,@madhusudhanv96 @PPathole Tesla will not put a manufacturing plant in any location where we are not allowed first to sell &amp; service cars
1530217569315016705,2022-05-27T16:01:13.000Z,@PPathole We are waiting for government approval
1530216809093222400,2022-05-27T15:58:11.000Z,@AndrewYang @Fwd_Party Cool
1530216449247019009,2022-05-27T15:56:46.000Z,@occupymars42069 Maybe one day
1530210776027303937,2022-05-27T15:34:13.000Z,"Starlink approved by The Philippines 🇵🇭
https://t.co/M1xjXUl473"
1530209049261658112,2022-05-27T15:27:21.000Z,"Tesla merch can be bought with Doge, soon SpaceX merch too"
1530097076322717696,2022-05-27T08:02:25.000Z,https://t.co/m7PmXetcH8
1530096334744588288,2022-05-27T07:59:28.000Z,https://t.co/2pKML7fcat
1530029427949654016,2022-05-27T03:33:36.000Z,@NodiMend @AOC 👀  🤣
1530006199575252992,2022-05-27T02:01:18.000Z,@EvaFoxU Hmm
1529998689602662400,2022-05-27T01:31:28.000Z,@JacobB1290H Will discuss this and other improvements with Tesla audio engineering. The new Model S and X sound system is incredible.
1529996557289893888,2022-05-27T01:22:59.000Z,"Ya know, it’s pretty damn great to be able to talk to people from all walks of life and many countries on Twitter!

So much to be learned, even from the harshest critics. 

Basically … I’m just saying I love all you crazy people ♥️♥️"
1529995861807091712,2022-05-27T01:20:14.000Z,Many insightful comments in the mentions
1529988730844393472,2022-05-27T00:51:53.000Z,@westcoastbill For sure
1529988463449124864,2022-05-27T00:50:50.000Z,"@uniteCOforus @thebradfordfile Yeah, I think that’s probably right. If it were up to me, I would delete charitable deduction. And class-action lawsuits."
1529987132302843904,2022-05-27T00:45:32.000Z,@wanda_hudson @TomFitton @AJDelgado13 I think this would actually work
1529986089422688256,2022-05-27T00:41:24.000Z,"@TheTeslaBull @BLKMDL3 @S3XYstarship @IWill_Travel @AOC Based on past experience, about 12 to 18 months. Companies that are inherently negative cash flow (ie value destroyers) need to die, so that they stop consuming resources."
1529984488054444032,2022-05-27T00:35:02.000Z,@andymilonakis Fair
1529984273939324928,2022-05-27T00:34:11.000Z,@SmileSimplify @AOC I’m genuinely curious
1529983508206190592,2022-05-27T00:31:08.000Z,"@BLKMDL3 @S3XYstarship @IWill_Travel @AOC Yes, but this is actually a good thing. It has been raining money on fools for too long. Some bankruptcies need to happen.

Also, all the Covid stay-at-home stuff has tricked people into thinking that you don’t actually need to work hard. Rude awakening inbound!"
1529982113352765441,2022-05-27T00:25:36.000Z,@StrategistSpace @IWill_Travel @AOC That would be awesome
1529980564811534341,2022-05-27T00:19:26.000Z,"@S3XYstarship @IWill_Travel @AOC This would be a super bad idea, since stocks can swing wildly from one day to the next, eg Snapchat dropping 43%. Tesla is ~40% below ATH!

However, eliminating estate tax dodges like GRATs would be good, since probability of kids being effective stewards of capital is lower."
1529977466940542977,2022-05-27T00:07:08.000Z,"@IWill_Travel @AOC The degree to which the unions control the Dems is insane. It’s like watching a sock puppet “talk”, but the hand inside the sock is way too obvious!"
1529975997356990464,2022-05-27T00:01:18.000Z,.@aoc I dare you to run the same poll with your followers
1529975329170853888,2022-05-26T23:58:38.000Z,"@PinkVillaArts In general, very true"
1529974275180052480,2022-05-26T23:54:27.000Z,Who do you trust less? Real question.
1529968998724558861,2022-05-26T23:33:29.000Z,@chriskennett 🤣
1529968869695184907,2022-05-26T23:32:58.000Z,@Dilbert_Daily Curses!
1529968188410191879,2022-05-26T23:30:16.000Z,"@HordeTrooper A union is just another corporation. Far better for many companies to compete for your skills, so that you have maximum optionality."
1529966456179417097,2022-05-26T23:23:23.000Z,@kierank_ @lovemesomemusk Yup
1535396558577012738,2022-06-10T23:00:40.000Z,@BillyM2k @CNN 💯
